-0.121097 -95.055183,51.386580 -90.553768,76.710130 69.589502,25.690978 83.227286,-25.908450 86.694311,-76.761321 100.378599,-51.535698 -99.565600,17.093286 -63.944979,68.364138 -55.970434,59.900058 108.755107,8.487477 114.417345,-43.018454 118.299949,-84.444447 -105.090735,-34.474538 -67.510225,34.275595 -32.603294,84.430819 4.876455,42.842482 141.625446,-8.726873 145.502771,-60.019052 151.179640,-68.450340 -44.165222,-17.324364 -36.166085,51.386580 -0.553768,76.710130 159.589502,25.690978 173.227286,-25.908450 176.694311,-76.761321 -169.621401,-51.535698 -9.565600,-0.121097 -5.055183,68.364138 34.029566,59.900058 -161.244893,8.487477 -155.582655,-43.018454 -151.700051,-84.444447 -15.090735,-34.474538 22.489775,17.093286 26.055021,84.430819 94.876455,42.842482 -128.374554,-8.726873 -124.497229,-60.019052 -118.820360,-68.450340 45.834778,-17.324364 53.833915,34.275595 57.396706
-44.472101 -120.405338,7.020336 -116.441603,58.451799 -111.033114,69.798560 53.325094,18.559331 61.912986,-33.016050 65.447352,-83.272336 95.155787,-27.369784 -88.739573,24.226441 -85.269581,75.303897 -73.079310,52.840024 88.380990,1.346043 93.032620,-50.086210 97.406943,-78.149504 -104.234648,-10.192901 -57.527807,41.383859 -53.722350,85.447395 71.312848,35.737055 120.536092,-15.859882 124.135542,-67.018699 131.602381,-61.460540 -63.490558,7.020336 -26.441603,58.451799 -21.033114,69.798560 143.325094,18.559331 151.912986,-33.016050 155.447352,-83.272336 -174.844213,-44.472101 -30.405338,24.226441 4.730419,75.303897 16.920690,52.840024 178.380990,1.346043 -176.967380,-50.086210 -172.593057,-78.149504 -14.234648,-27.369784 1.260427,41.383859 36.277650,85.447395 161.312848,35.737055 -149.463908,-15.859882 -145.864458,-67.018699 -138.397619,-61.460540 26.509442,-10.192901 32.472193
-42.666669 -120.315161,8.842398 -116.450847,60.250224 -110.722759,68.016655 54.073714,16.738582 61.913004,-34.827281 65.486646,-84.707442 105.486717,-25.554843 -88.723260,26.045224 -85.256123,77.048689 -71.218837,51.034829 88.553798,-0.476018 93.021164,-51.886216 97.566684,-76.423562 -102.027353,-8.372172 -57.536301,43.195256 -53.640307,84.157032 85.292974,33.921959 120.579367,-17.678595 124.134231,-68.796248 132.274055,-59.670105 -63.148828,8.842398 -26.450847,60.250224 -20.722759,68.016655 144.073714,16.738582 151.913004,-34.827281 155.486646,-84.707442 -164.513283,-42.666669 -30.315161,26.045224 4.743877,77.048689 18.781163,51.034829 178.553798,-0.476018 -176.978836,-51.886216 -172.433316,-76.423562 -12.027353,-25.554843 1.276740,43.195256 36.359693,84.157032 175.292974,33.921959 -149.420633,-17.678595 -145.865769,-68.796248 -137.725945,-59.670105 26.851172,-8.372172 32.463699
-40.860059 -120.237076,10.664325 -116.458941,62.046507 -110.361913,66.230345 54.697293,14.917477 61.910664,-36.637512 65.533279,-85.849253 122.442350,-23.739102 -88.711129,27.863410 -85.238321,78.773613 -68.756483,49.228311 88.704317,-2.297944 93.009761,-53.684717 97.750090,-74.680439 -100.339479,-6.551082 -57.545865,45.005630 -53.545641,82.646297 93.860659,32.106077 120.615647,-19.496698 124.135422,-70.568904 133.083875,-57.877508 -62.854362,10.664325 -26.458941,62.046507 -20.361913,66.230345 144.697293,14.917477 151.910664,-36.637512 155.533279,-85.849253 -147.557650,-40.860059 -30.237076,27.863410 4.761679,78.773613 21.243517,49.228311 178.704317,-2.297944 -176.990239,-53.684717 -172.249910,-74.680439 -10.339479,-23.739102 1.288871,45.005630 36.454359,82.646297 -176.139341,32.106077 -149.384353,-19.496698 -145.864578,-70.568904 -136.916125,-57.877508 27.145638,-6.551082 32.454135
-39.052316 -120.169723,12.486065 -116.465630,63.840339 -109.940181,64.440431 55.221881,13.096066 61.906271,-38.446704 65.588118,-86.406548 147.928168,-21.922602 -88.702737,29.680956 -85.215668,80.468067 -65.378993,47.420556 88.835440,-4.119680 92.998637,-55.481610 97.960916,-72.925249 -99.015002,-4.729679 -57.556254,46.814924 -53.436688,81.025703 99.396387,30.289453 120.645663,-21.314143 124.139452,-72.335384 134.072939,-56.082962 -62.599649,12.486065 -26.465630,63.840339 -19.940181,64.440431 145.221881,13.096066 151.906271,-38.446704 155.588118,-86.406548 -122.071832,-39.052316 -30.169723,29.680956 4.784332,80.468067 24.621007,47.420556 178.835440,-4.119680 -177.001363,-55.481610 -172.039084,-72.925249 -9.015002,-21.922602 1.297263,46.814924 36.563312,81.025703 -170.603613,30.289453 -149.354337,-21.314143 -145.860548,-72.335384 -135.927061,-56.082962 27.400351,-4.729679 32.443746
-37.243480 -120.111922,14.307567 -116.470646,65.631319 -109.444153,62.647504 55.666821,11.274400 61.900112,-40.254818 65.652149,-86.118851 175.334251,-20.105387 -88.697677,31.497819 -85.187602,82.112583 -60.532149,45.611637 88.949598,-5.941175 92.988025,-57.276770 98.203725,-71.161216 -97.953891,-2.908018 -57.567232,48.623076 -53.311497,79.345152 103.187029,28.472131 120.670063,-23.130887 124.146685,-74.093828 135.300071,-54.286634 -62.378668,14.307567 -26.470646,65.631319 -19.444153,62.647504 145.666821,11.274400 151.900112,-40.254818 155.652149,-86.118851 -94.665749,-37.243480 -30.111922,31.497819 4.812398,82.112583 29.467851,45.611637 178.949598,-5.941175 -177.011975,-57.276770 -171.796275,-71.161216 -7.953891,-20.105387 1.302323,48.623076 36.688503,79.345152 -166.812971,28.472131 -149.329937,-23.130887 -145.853315,-74.093828 -134.699929,-54.286634 27.621332,-2.908018 32.432768
-35.433592 -120.062643,16.128780 -116.473706,67.418913 -108.856241,60.852003 56.046768,9.452530 61.892459,-42.061813 65.726499,-85.133771 -164.820996,-18.287500 -88.695574,33.313954 -85.153496,83.668329 -53.180210,43.801619 89.048850,-7.762376 92.978158,-59.070041 98.484124,-69.390463 -97.089345,-1.086150 -57.578567,50.430017 -53.167770,77.628938 105.912214,26.654154 120.689430,-24.946887 124.157516,-75.841446 136.852284,-52.488659 -62.186533,16.128780 -26.473706,67.418913 -18.856241,60.852003 146.046768,9.452530 151.892459,-42.061813 155.726499,-85.133771 -74.820996,-35.433592 -30.062643,33.313954 4.846504,83.668329 36.819790,43.801619 179.048850,-7.762376 -177.021842,-59.070041 -171.515876,-69.390463 -7.089345,-18.287500 1.304426,50.430017 36.832230,77.628938 -164.087786,26.654154 -149.310570,-24.946887 -145.842484,-75.841446 -133.147716,-52.488659 27.813467,-1.086150 32.421433
-33.622692 -120.020981,17.949653 -116.474513,69.202400 -108.152922,59.054266 56.373024,7.630507 61.883573,-43.867644 65.812463,-83.773893 -152.638496,-16.468985 -88.696083,35.129318 -85.112650,85.051070 -41.359417,41.990559 89.134950,-9.583231 92.969278,-60.861227 98.809080,-67.614436 -96.375176,0.735871 -57.590031,52.235665 -53.002781,75.889949 107.948675,24.835566 120.704290,-26.762100 124.172376,-77.573878 138.863358,-50.689146 -62.019243,17.949653 -26.474513,69.202400 -18.152922,59.054266 146.373024,7.630507 151.883573,-43.867644 155.812463,-83.773893 -62.638496,-33.622692 -30.020981,35.129318 4.887350,85.051070 48.640583,41.990559 179.134950,-9.583231 -177.030722,-60.861227 -171.190920,-67.614436 -6.375176,-16.468985 1.303917,52.235665 36.997219,75.889949 -162.051325,24.835566 -149.295710,-26.762100 -145.827624,-77.573878 -131.136642,-50.689146 27.980757,0.735871 32.409969
-31.810816 -119.986138,19.770139 -116.472747,70.980780 -107.302043,57.254553 56.654440,5.808385 61.873701,-45.672266 65.911540,-82.233562 -145.073417,-14.649891 -88.698883,36.943868 -85.064273,86.073742 -22.011040,40.178510 89.209404,-11.403690 92.961634,-62.650077 99.187353,-65.834152 -95.778492,2.557994 -57.601395,54.039925 -52.813266,74.135547 109.517692,23.016413 120.715117,-28.576486 124.191741,-79.283975 141.548512,-48.888186 -61.873483,19.770139 -26.472747,70.980780 -17.302043,57.254553 146.654440,5.808385 151.873701,-45.672266 155.911540,-82.233562 -55.073417,-31.810816 -29.986138,36.943868 4.935727,86.073742 67.988960,40.178510 179.209404,-11.403690 -177.038366,-62.650077 -170.812647,-65.834152 -5.778492,-14.649891 1.301117,54.039925 37.186734,74.135547 -160.482308,23.016413 -149.284883,-28.576486 -145.808259,-79.283975 -128.451488,-48.888186 28.126517,2.557994 32.398605
-29.998004 -119.957404,21.590188 -116.468064,72.752635 -106.258521,55.453067 56.898048,3.986215 61.863084,-47.475626 66.025477,-80.600962 -140.099746,-12.830262 -88.703673,38.757561 -85.007471,86.413911 5.237088,38.365521 89.273515,-13.223703 92.955484,-64.436266 99.630120,-64.050343 -95.275261,4.380163 -57.612430,55.842684 -52.595280,72.370210 110.756340,21.196739 120.722343,-30.390005 124.216132,-80.959275 145.272668,-47.085855 -61.746487,21.590188 -26.468064,72.752635 -16.258521,55.453067 146.898048,3.986215 151.863084,-47.475626 156.025477,-80.600962 -50.099746,-29.998004 -29.957404,38.757561 4.992529,86.413911 95.237088,38.365521 179.273515,-13.223703 -177.044516,-64.436266 -170.369880,-64.050343 -5.275261,-12.830262 1.296327,55.842684 37.404720,72.370210 -159.243660,21.196739 -149.277657,-30.390005 -145.783868,-80.959275 -124.727332,-47.085855 28.253513,4.380163 32.387570
-28.184294 -119.934146,23.409753 -116.460095,74.515893 -104.957262,53.649973 57.109504,2.164051 61.851958,-49.277667 66.156319,-78.916663 -136.642656,-11.010149 -88.710168,40.570350 -84.941225,85.898138 31.224384,36.551640 89.328414,-15.043220 92.951100,-66.219364 100.151858,-62.263547 -94.847534,6.202328 -57.622906,57.643801 -52.344019,70.596796 111.753527,19.376591 120.726364,-32.202618 124.246130,-82.576413 150.691137,-45.282217 -61.635924,23.409753 -26.460095,74.515893 -14.957262,53.649973 147.109504,2.164051 151.851958,-49.277667 156.156319,-78.916663 -46.642656,-28.184294 -29.934146,40.570350 5.058775,85.898138 121.224384,36.551640 179.328414,-15.043220 -177.048900,-66.219364 -169.848142,-62.263547 -4.847534,-11.010149 1.289832,57.643801 37.655981,70.596796 -158.246473,19.376591 -149.273636,-32.202618 -145.753870,-82.576413 -119.308863,-45.282217 28.364076,6.202328 32.377094
-26.369725 -119.915799,25.228789 -116.448434,76.267415 -103.300980,51.845404 57.293408,0.341946 61.840553,-51.078320 66.306482,-77.200920 -134.127527,-9.189600 -88.718102,42.382189 -84.864370,84.773953 48.691751,34.736909 89.375090,-16.862193 92.948769,-67.998798 100.771652,-60.474167 -94.481641,8.024433 -57.632586,59.443107 -52.053560,68.817209 112.569213,17.556018 120.727546,-34.014286 124.282385,-84.087707 159.039869,-43.477330 -61.539821,25.228789 -26.448434,76.267415 -13.300980,51.845404 147.293408,0.341946 151.840553,-51.078320 156.306482,-77.200920 -44.127527,-26.369725 -29.915799,42.382189 5.135630,84.773953 138.691751,34.736909 179.375090,-16.862193 -177.051231,-67.998798 -169.228348,-60.474167 -4.481641,-9.189600 1.281898,59.443107 37.946440,68.817209 -157.430787,17.556018 -149.272454,-34.014286 -145.717615,-84.087707 -110.960131,-43.477330 28.460179,8.024433 32.367414
-24.554339 -119.901848,27.047248 -116.432642,78.002240 -101.138275,50.039469 57.453544,-1.480047 61.829098,-52.877509 66.478842,-75.464721 -132.230358,-7.368665 -88.727216,44.193029 -84.775562,83.342684 59.314812,32.921375 89.414416,-18.680576 92.948796,-69.773782 101.515171,-58.682511 -94.166991,9.846427 -57.641227,61.240384 -51.716519,67.032761 113.245206,15.735066 120.726225,-35.824971 124.325623,-85.388132 172.611199,-41.671243 -61.456487,27.047248 -26.432642,78.002240 -11.138275,50.039469 147.453544,-1.480047 151.829098,-52.877509 156.478842,-75.464721 -42.230358,-24.554339 -29.901848,44.193029 5.224438,83.342684 149.314812,32.921375 179.414416,-18.680576 -177.051204,-69.773782 -168.484829,-58.682511 -4.166991,-7.368665 1.272784,61.240384 38.283481,67.032761 -156.754794,15.735066 -149.273775,-35.824971 -145.674377,-85.388132 -97.388801,-41.671243 28.543513,9.846427 32.358773
-22.738174 -119.891830,28.865087 -116.412233,79.712104 -98.222062,48.232260 57.593048,-3.301875 61.817821,-54.675138 66.676847,-73.714461 -130.757769,-5.547397 -88.737264,46.002815 -84.673246,81.762787 65.999222,31.105079 89.447159,-20.498321 92.951508,-71.543224 102.417731,-56.888817 -93.895256,11.668258 -57.648579,63.035360 -51.323577,65.244381 113.811497,13.913787 120.722717,-37.634635 124.376663,-86.251596 -165.609629,-39.864003 -61.384472,28.865087 -26.412233,79.712104 -8.222062,48.232260 147.593048,-3.301875 151.817821,-54.675138 156.676847,-73.714461 -40.757769,-22.738174 -29.891830,46.002815 5.326754,81.762787 155.999222,31.105079 179.447159,-20.498321 -177.048492,-71.543224 -167.582269,-56.888817 -3.895256,-5.547397 1.262736,63.035360 38.676423,65.244381 -156.188503,13.913787 -149.277283,-37.634635 -145.623337,-86.251596 -75.609629,-39.864003 28.615528,11.668258 32.351421
-20.921275 -119.885322,30.682262 -116.386670,81.382326 -94.126465,46.423855 57.714548,-5.123484 61.806950,-56.471093 66.904672,-71.954082 -129.588299,-3.725845 -88.748006,47.811488 -84.555606,80.105098 70.462469,29.288065 89.474004,-22.315386 92.957256,-73.305555 103.529221,-55.093270 -93.659797,13.489873 -57.654379,64.827677 -50.862796,63.452744 114.290138,12.092229 120.717317,-39.443238 124.436437,-86.353346 -137.596347,-38.055653 -61.322519,30.682262 -26.386670,81.382326 -4.126465,46.423855 147.714548,-5.123484 151.806950,-56.471093 156.904672,-71.954082 -39.588299,-20.921275 -29.885322,47.811488 5.444394,80.105098 160.462469,29.288065 179.474004,-22.315386 -177.042744,-73.305555 -166.470779,-55.093270 -3.659797,-3.725845 1.251994,64.827677 39.137204,63.452744 -155.709862,12.092229 -149.282683,-39.443238 -145.563563,-86.353346 -47.596347,-38.055653 28.677481,13.489873 32.345621
-19.103684 -119.881936,32.498729 -116.355358,82.984732 -88.073741,44.614322 57.820257,-6.944824 61.796719,-58.265234 67.167425,-70.186134 -128.642239,-1.904064 -88.759210,49.618982 -84.420510,78.402813 73.605971,27.470377 89.495563,-24.131725 92.966421,-75.058459 104.922308,-53.296020 -93.455255,15.311222 -57.658354,66.616868 -50.318639,61.658352 114.697689,10.270444 120.710302,-41.250740 124.506005,-85.639736 -113.797121,-36.246233 -61.269533,32.498729 -26.355358,82.984732 1.926259,44.614322 147.820257,-6.944824 151.796719,-58.265234 157.167425,-70.186134 -38.642239,-19.103684 -29.881936,49.618982 5.579490,78.402813 163.605971,27.470377 179.495563,-24.131725 -177.033579,-75.058459 -165.077692,-53.296020 -3.455255,-1.904064 1.240790,66.616868 39.681361,61.658352 -155.302311,10.270444 -149.289698,-41.250740 -145.493995,-85.639736 -23.797121,-36.246233 28.730467,15.311222 32.341646
-17.285446 -119.881314,34.314445 -116.317630,84.460361 -78.583648,42.803723 57.912061,-8.765840 61.787366,-60.057383 67.471413,-68.412327 -127.865296,-0.082104 -88.770644,51.425221 -84.265436,76.672892 75.917202,25.652058 89.512384,-25.947296 92.979416,-76.798387 106.706710,-51.497185 -93.277258,17.132254 -57.660211,68.402304 -49.670514,59.861583 115.046824,8.448483 120.701938,-43.057099 124.586583,-84.414969 -98.553369,-34.435782 -61.224556,34.314445 -26.317630,84.460361 11.416352,42.803723 147.912061,-8.765840 151.787366,-60.057383 157.471413,-68.412327 -37.865296,-17.285446 -29.881314,51.425221 5.734564,76.672892 165.917202,25.652058 179.512384,-25.947296 -177.020584,-76.798387 -163.293290,-51.497185 -3.277258,-0.082104 1.229356,68.402304 40.329486,59.861583 -154.953176,8.448483 -149.298062,-43.057099 -145.413417,-84.414969 -8.553369,-34.435782 28.775444,17.132254 32.339789
-15.466606 -119.883124,36.129366 -116.272738,85.677556 -63.005350,40.992112 57.991571,-10.586484 61.779136,-61.847317 67.824529,-66.633849 -127.219293,1.739979 -88.782081,53.230117 -84.087374,74.924723 77.675192,23.833152 89.524966,-27.762059 92.996697,-78.519653 109.055227,-49.696865 -93.122205,18.952920 -57.659640,70.183122 -48.890559,58.062728 115.347403,6.626399 120.692478,-44.862270 124.679573,-82.940156 -89.242113,-32.624339 -61.186745,36.129366 -26.272738,85.677556 26.994650,40.992112 147.991571,-10.586484 151.779136,-61.847317 157.824529,-66.633849 -37.219293,-15.466606 -29.883124,53.230117 5.912626,74.924723 167.675192,23.833152 179.524966,-27.762059 -177.003303,-78.519653 -160.944773,-49.696865 -3.122205,1.739979 1.217919,70.183122 41.109441,58.062728 -154.652597,6.626399 -149.307522,-44.862270 -145.320427,-82.940156 0.757887,-32.624339 28.813255,18.952920 32.340360
-13.647211 -119.887056,37.943449 -116.219836,86.366727 -38.781334,39.179539 58.060176,-12.406703 61.772282,-63.634746 68.236774,-64.851546 -126.676642,3.562134 -88.793292,55.033565 -83.882708,73.163865 79.048858,22.013706 89.533757,-29.575972 93.018763,-80.212626 112.253777,-47.895141 -92.987097,20.773170 -57.656311,71.958117 -47.940167,56.262016 115.607211,4.804244 120.682166,-46.666203 124.786605,-81.342038 -83.282209,-30.811943 -61.155350,37.943449 -26.219836,86.366727 51.218666,39.179539 148.060176,-12.406703 151.772282,-63.634746 158.236774,-64.851546 -36.676642,-13.647211 -29.887056,55.033565 6.117292,73.163865 169.048858,22.013706 179.533757,-29.575972 -176.981237,-80.212626 -157.746223,-47.895141 -2.987097,3.562134 1.206708,71.958117 42.059833,56.262016 -154.392789,4.804244 -149.317834,-46.666203 -145.213395,-81.342038 6.717791,-30.811943 28.844650,20.773170 32.343689
-11.827309 -119.892820,39.756649 -116.157964,86.226598 -10.730749,37.366053 58.119080,-14.226448 61.767071,-65.419293 68.721011,-63.066034 -126.216932,5.384308 -88.804048,56.835439 -83.647044,71.393795 80.145618,20.193766 89.539170,-31.388997 93.046169,-81.859859 116.802645,-46.092082 -92.869421,22.592959 -57.649865,73.725546 -46.764359,54.459626 115.832475,2.982071 120.671240,-48.468844 124.909583,-79.677600 -79.237351,-28.998631 -61.129708,39.756649 -26.157964,86.226598 79.269251,37.366053 148.119080,-14.226448 151.767071,-65.419293 158.721011,-63.066034 -36.216932,-11.827309 -29.892820,56.835439 6.352956,71.393795 170.145618,20.193766 179.539170,-31.388997 -176.953831,-81.859859 -153.197355,-46.092082 -2.869421,5.384308 1.195952,73.725546 43.235641,54.459626 -154.167525,2.982071 -149.328760,-48.468844 -145.090417,-79.677600 10.762649,-28.998631 28.870292,22.592959 32.350135
-10.006949 -119.900140,41.568921 -116.086027,85.331245 10.712881,35.551698 58.169334,-16.045672 61.763782,-67.200454 69.294059,-61.277771 -125.824751,7.206446 -88.814115,58.635581 -83.374999,69.616788 81.036713,18.373377 89.541584,-33.201094 93.079530,-83.427109 123.627523,-44.287749 -92.767051,24.412238 -57.639914,75.482818 -45.282279,52.655704 116.028237,1.159933 120.659932,-50.270129 125.050747,-77.974214 -76.350587,-27.184443 -61.109223,41.568921 -26.086027,85.331245 100.712881,35.551698 148.169334,-16.045672 151.763782,-67.200454 159.294059,-61.277771 -35.824751,-10.006949 -29.900140,58.635581 6.625001,69.616788 171.036713,18.373377 179.541584,-33.201094 -176.920470,-83.427109 -146.372477,-44.287749 -2.767051,7.206446 1.185885,75.482818 44.717721,52.655704 -153.971763,1.159933 -149.340068,-50.270129 -144.949253,-77.974214 13.649413,-27.184443 28.890777,24.412238 32.360086
-8.186182 -119.908755,43.380216 -116.002764,84.010217 23.993772,33.736520 58.211859,-17.864325 61.762711,-68.977550 69.978330,-59.487104 -125.488246,9.028497 -88.823253,60.433799 -83.059894,67.834388 81.771114,16.552590 89.541346,-35.012225 93.119537,-84.841192 134.486475,-42.482195 -92.678177,26.230961 -57.626033,77.225917 -43.370464,50.850370 116.198620,-0.662117 120.648472,-52.069986 125.212752,-76.246201 -74.205887,-25.369419 -61.093358,43.380216 -26.002764,84.010217 113.993772,33.736520 148.211859,-17.864325 151.762711,-68.977550 159.978330,-59.487104 -35.488246,-8.186182 -29.908755,60.433799 6.940106,67.834388 171.771114,16.552590 179.541346,-35.012225 -176.880463,-84.841192 -135.513525,-42.482195 -2.678177,9.028497 1.176747,77.225917 46.629536,50.850370 -153.801380,-0.662117 -149.351528,-52.069986 -144.787248,-76.246201 15.794113,-25.369419 28.906642,26.230961 32.373967
-6.365057 -119.918414,45.190482 -115.906720,82.484650 32.164947,31.920560 58.247467,-19.682363 61.764176,-70.749641 70.804335,-57.694299 -125.198156,10.850407 -88.831215,62.229847 -82.693349,66.047677 82.383521,14.731451 89.538783,-36.822352 93.166967,-85.939043 152.297843,-40.675467 -92.601247,28.049085 -57.607760,78.948317 -40.831860,49.043722 116.347034,-2.484026 120.637086,-53.868328 125.398775,-74.501651 -72.561088,-23.553598 -61.081630,45.190482 -25.906720,82.484650 122.164947,31.920560 148.247467,-19.682363 151.764176,-70.749641 160.804335,-57.694299 -35.198156,-6.365057 -29.918414,62.229847 7.306651,66.047677 172.383521,14.731451 179.538783,-36.822352 -176.833033,-85.939043 -117.702157,-40.675467 -2.601247,10.850407 1.168785,78.948317 49.168140,49.043722 -153.652966,-2.484026 -149.362914,-53.868328 -144.601225,-74.501651 17.438912,-23.553598 28.918370,28.049085 32.392240
-4.543626 -119.928874,46.999662 -115.796203,80.856255 37.477133,30.103863 58.276880,-21.499738 61.768516,-72.515398 71.814646,-55.899564 -124.947143,12.672125 -88.837745,64.023408 -82.264703,64.257431 82.899179,12.910012 89.534196,-38.631436 93.222698,-86.417258 178.475658,-38.867610 -92.534921,29.866563 -57.584581,80.638775 -37.335306,47.235845 116.476319,-4.305740 120.626004,-55.665050 125.612643,-72.745433 -71.267402,-21.737024 -61.073596,46.999662 -25.796203,80.856255 127.477133,30.103863 148.276880,-21.499738 151.768516,-72.515398 161.814646,-55.899564 -34.947143,-4.543626 -29.928874,64.023408 7.735297,64.257431 172.899179,12.910012 179.534196,-38.631436 -176.777302,-86.417258 -91.524342,-38.867610 -2.534921,12.672125 1.162255,80.638775 52.664694,47.235845 -153.523681,-4.305740 -149.373996,-55.665050 -144.387357,-72.745433 18.732598,-21.737024 28.926404,29.866563 32.415419
-2.721941 -119.939899,48.807694 -115.669230,79.171213 41.134621,28.286472 58.300741,-23.316408 61.776098,-74.272884 73.070389,-54.103062 -124.729316,14.493600 -88.842574,65.814069 -81.760180,62.464223 83.336874,11.088323 89.527873,-40.439437 93.287728,-86.044381 -154.591142,-37.058666 -92.478036,31.683353 -57.555928,82.276483 -32.291394,45.426811 116.588866,-6.127207 120.615457,-57.460025 125.859014,-70.980631 -70.229007,-19.919738 -61.068854,48.807694 -25.669230,79.171213 131.134621,28.286472 148.300741,-23.316408 151.776098,-74.272884 163.070389,-54.103062 -34.729316,-2.721941 -29.939899,65.814069 8.239820,62.464223 173.336874,11.088323 179.527873,-40.439437 -176.712272,-86.044381 -64.591142,-37.058666 -2.478036,14.493600 1.157426,82.276483 57.708606,45.426811 -153.411134,-6.127207 -149.384543,-57.460025 -144.140986,-70.980631 19.770993,-19.919738 28.931146,31.683353 32.444072
-0.900055 -119.951258,50.614507 -115.523465,77.452206 43.775630,26.468431 58.319625,-25.132329 61.787320,-76.019185 74.662316,-52.304925 -124.539890,16.314780 -88.845419,67.601281 -81.161678,60.668480 83.710866,9.266435 89.520083,-42.246314 93.363201,-85.007574 -135.650264,-35.248673 -92.429574,33.499411 -57.521167,83.819565 -24.593647,43.616684 116.686698,-7.948375 120.605680,-59.253093 126.143619,-69.209281 -69.381668,-18.101784 -61.067034,50.614507 -25.523465,77.452206 133.775630,26.468431 148.319625,-25.132329 151.787320,-76.019185 164.662316,-52.304925 -34.539890,-0.900055 -29.951258,67.601281 8.838322,60.668480 173.710866,9.266435 179.520083,-42.246314 -176.636799,-85.007574 -45.650264,-35.248673 -2.429574,16.314780 1.154581,83.819565 65.406353,43.616684 -153.313302,-7.948375 -149.394320,-59.253093 -143.856381,-69.209281 20.618332,-18.101784 28.932966,33.499411 32.478833
0.921979 -119.962721,52.420018 -115.356131,75.711368 45.756025,24.649783 58.334051,-26.947460 61.802618,-77.749727 76.730554,-50.505261 -124.374940,18.135617 -88.845978,69.384298 -80.444939,58.870530 84.032171,7.444399 89.511084,-44.052025 93.450432,-83.622760 -124.069865,-33.437671 -92.388644,35.314694 -57.479590,85.176535 -12.154547,41.805520 116.771543,-9.769192 120.596915,-61.044053 126.473584,-67.432778 -68.680829,-16.283209 -61.067791,52.420018 -25.356131,75.711368 135.756025,24.649783 148.334051,-26.947460 151.802618,-77.749727 166.730554,-50.505261 -34.374940,0.921979 -29.962721,69.384298 9.555061,58.870530 174.032171,7.444399 179.511084,-44.052025 -176.549568,-83.622760 -34.069865,-33.437671 -2.388644,18.135617 1.154022,85.176535 77.845453,41.805520 -153.228457,-9.769192 -149.403085,-61.044053 -143.526416,-67.432778 21.319171,-16.283209 28.932209,35.314694 32.520410
