-0.121097 -95.055183,39.989112 -92.038857,79.421930 -75.469562,59.900058 78.755107,19.960339 83.650109,-20.187454 86.270801,-60.019052 91.179640,-79.460942 -114.703090,-40.173201 -98.076082,13.269173 -64.202055,53.281501 -60.234965,85.118616 67.836185,46.643028 111.152421,6.574505 114.539162,-33.523770 117.328369,-73.092472 126.832990,-66.583138 -73.355553,-26.861205 -66.863853,26.645556 -33.248300,66.489447 -26.777126,73.025457 133.122415,33.322540 142.594531,-6.815005 145.380887,-46.807508 148.774357,-85.128009 -167.810957,-53.424185 -39.885445,-13.504619 -35.908727,39.989112 -2.038857,79.421930 14.530438,59.900058 168.755107,19.960339 173.650109,-20.187454 176.270801,-60.019052 -178.820360,-79.460942 -24.703090,-40.173201 -8.076082,-0.121097 -5.055183,53.281501 29.765035,85.118616 157.836185,46.643028 -158.847579,6.574505 -155.460838,-33.523770 -152.671631,-73.092472 -143.167010,-66.583138 16.644447,-26.861205 23.136147,13.269173 25.797945,66.489447 63.222874,73.025457 -136.877585,33.322540 -127.405469,-6.815005 -124.619113,-46.807508 -121.225643,-85.128009 -77.810957,-53.424185 50.114555,-13.504619 54.091273,26.645556 56.751700
-54.124480 73.727779,-84.628275 -152.958034,-46.104949 -114.965132,-6.105503 -111.619535,34.029834 -108.814180,73.712970 -98.868643,65.792750 60.762748,25.937168 67.019858,-14.213469 69.672173,-67.276509 107.357673,-72.406494 -92.618047,-32.818021 -83.548898,7.284336 -80.777703,47.347602 -77.341043,85.566558 -27.421315,52.578559 94.072836,12.559554 97.965183,-27.568108 100.636200,-80.117113 149.814583,-59.321126 -57.290975,-19.479358 -52.504331,20.669401 -49.883261,60.600260 -44.859673,78.757282 110.414722,39.282908 125.829857,-0.830885 128.815985,-40.877297 131.868836,-84.628275 -62.958034,-46.104949 -24.965132,-6.105503 -21.619535,34.029834 -18.814180,73.712970 -8.868643,65.792750 150.762748,25.937168 157.019858,-14.213469 159.672173,-54.124480 163.727779,-72.406494 -2.618047,-32.818021 6.451102,7.284336 9.222297,47.347602 12.658957,85.566558 62.578685,52.578559 -175.927164,12.559554 -172.034817,-27.568108 -169.363800,-67.276509 -162.642327,-59.321126 32.709025,-19.479358 37.495669,20.669401 40.116739,60.600260 45.140327,78.757282 -159.585278,39.282908 -144.170143,-0.830885 -141.184015,-40.877297 -138.131164,-80.117113 -120.185417
-55.920961 73.945972,-83.181636 -142.920264,-44.300625 -114.862660,-4.284032 -111.630090,35.844882 -108.770464,75.470327 -97.389120,64.002051 61.266270,24.118352 67.033073,-16.032696 69.668869,-69.053413 108.047309,-70.640298 -91.620665,-31.005725 -83.516851,9.106382 -80.786796,49.155405 -77.210648,86.329101 -4.100780,50.773167 94.242215,10.737822 97.958556,-29.382114 100.657729,-81.767650 154.267038,-57.528134 -57.004789,-17.661250 -52.503165,22.489217 -49.877002,62.396092 -44.487865,77.032127 112.870121,37.469472 125.889284,-2.652777 128.804618,-42.683896 131.947029,-83.181636 -52.920264,-44.300625 -24.862660,-4.284032 -21.630090,35.844882 -18.770464,75.470327 -7.389120,64.002051 151.266270,24.118352 157.033073,-16.032696 159.668869,-55.920961 163.945972,-70.640298 -1.620665,-31.005725 6.483149,9.106382 9.213204,49.155405 12.789352,86.329101 85.899220,50.773167 -175.757785,10.737822 -172.041444,-29.382114 -169.342271,-69.053413 -161.952691,-57.528134 32.995211,-17.661250 37.496835,22.489217 40.122998,62.396092 45.512135,77.032127 -157.129879,37.469472 -144.110716,-2.652777 -141.195382,-42.683896 -138.052971,-81.767650 -115.732962
-57.715675 74.197414,-81.597948 -136.553888,-42.495079 -114.773695,-2.462316 -111.641177,37.659100 -108.718878,77.213546 -95.480956,62.208458 61.694103,22.298987 67.042430,-17.851354 69.667782,-70.825264 108.880217,-68.867864 -90.804503,-29.192509 -83.490624,10.928285 -80.794702,50.961974 -77.060965,86.282964 24.095727,48.966465 94.389756,8.915902 97.950514,-31.195235 100.684536,-83.340896 160.925251,-55.733228 -56.757078,-15.842531 -52.504498,24.308527 -49.867262,64.189404 -44.052825,75.287181 114.725899,35.655166 125.940005,-4.474471 128.793576,-44.489316 132.037329,-81.597948 -46.553888,-42.495079 -24.773695,-2.462316 -21.641177,37.659100 -18.718878,77.213546 -5.480956,62.208458 151.694103,22.298987 157.042430,-17.851354 159.667782,-57.715675 164.197414,-68.867864 -0.804503,-29.192509 6.509376,10.928285 9.205298,50.961974 12.939035,86.282964 114.095727,48.966465 -175.610244,8.915902 -172.049486,-31.195235 -169.315464,-70.825264 -161.119783,-55.733228 33.242922,-15.842531 37.495502,24.308527 40.132738,64.189404 45.947175,75.287181 -155.274101,35.655166 -144.059995,-4.474471 -141.206424,-44.489316 -137.962671,-83.340896 -109.074749
-59.508456 74.488010,-79.941614 -132.271027,-40.688360 -114.696685,-0.640405 -111.652565,39.472441 -108.658482,78.936126 -92.947784,60.412383 62.059976,20.479121 67.048348,-19.669396 69.669228,-72.590712 109.899605,-67.090492 -90.127891,-27.378413 -83.469614,12.749994 -80.801165,52.767224 -76.889118,85.452693 46.498210,47.158537 94.518280,7.093844 97.941312,-33.007433 100.717229,-84.766906 171.485643,-53.936570 -56.542067,-14.023247 -52.508017,26.127283 -49.853618,65.979771 -43.540436,73.528608 116.168632,33.840033 125.982948,-6.295912 128.783090,-46.293510 132.141313,-79.941614 -42.271027,-40.688360 -24.696685,-0.640405 -21.652565,39.472441 -18.658482,78.936126 -2.947784,60.412383 152.059976,20.479121 157.048348,-19.669396 159.669228,-59.508456 164.488010,-67.090492 -0.127891,-27.378413 6.530386,12.749994 9.198835,52.767224 13.110882,85.452693 136.498210,47.158537 -175.481720,7.093844 -172.058688,-33.007433 -169.282771,-72.590712 -160.100395,-53.936570 33.457933,-14.023247 37.491983,26.127283 40.146382,65.979771 46.459564,73.528608 -153.831368,33.840033 -144.017052,-6.295912 -141.216910,-46.293510 -137.858687,-84.766906 -98.514357
-61.299096 74.825120,-78.243163 -129.236303,-38.880511 -114.630288,1.181646 -111.664025,41.284862 -108.588201,80.626869 -89.459734,58.614141 62.374523,18.658800 67.051208,-21.486776 69.673546,-74.347788 111.167597,-65.309104 -89.560913,-25.563476 -83.453279,14.571457 -80.805915,54.571055 -76.691662,84.163816 60.511771,45.349455 94.630159,5.271702 97.931196,-34.818670 100.756490,-85.889692 -171.184019,-52.138287 -56.355062,-12.203446 -52.513425,27.945442 -49.835608,67.766629 -42.932115,71.760225 117.315842,32.024117 126.018931,-8.117050 128.773397,-48.096423 132.260824,-78.243163 -39.236303,-38.880511 -24.630288,1.181646 -21.664025,41.284862 -18.588201,80.626869 0.540266,58.614141 152.374523,18.658800 157.051208,-21.486776 159.673546,-61.299096 164.825120,-65.309104 0.439087,-25.563476 6.546721,14.571457 9.194085,54.571055 13.308338,84.163816 150.511771,45.349455 -175.369841,5.271702 -172.068804,-34.818670 -169.243510,-74.347788 -158.832403,-52.138287 33.644938,-12.203446 37.486575,27.945442 40.164392,67.766629 47.067885,71.760225 -152.684158,32.024117 -143.981069,-8.117050 -141.226603,-48.096423 -137.739176,-85.889692 -81.184019
-63.087328 75.218030,-76.518365 -126.994468,-37.071574 -114.573339,3.003785 -111.675330,43.096313 -108.506804,82.265066 -84.429939,56.813976 62.646098,16.838071 67.051364,-23.303451 69.681103,-76.093525 112.776566,-63.524366 -89.081566,-23.747739 -83.441130,16.392624 -80.808669,56.373346 -76.464420,82.653797 69.098508,43.539282 94.727403,3.449528 97.920405,-36.628906 100.803087,-86.412435 -145.382609,-50.338486 -56.192206,-10.383177 -52.520445,29.762958 -49.812723,69.549210 -42.202908,69.984505 118.244837,30.207461 126.048679,-9.937832 128.764737,-49.897994 132.398027,-76.518365 -36.994468,-37.071574 -24.573339,3.003785 -21.675330,43.096313 -18.506804,82.265066 5.570061,56.813976 152.646098,16.838071 157.051364,-23.303451 159.681103,-63.087328 165.218030,-63.524366 0.918434,-23.747739 6.558870,16.392624 9.191331,56.373346 13.535580,82.653797 159.098508,43.539282 -175.272597,3.449528 -172.079595,-36.628906 -169.196913,-76.093525 -157.223434,-50.338486 33.807794,-10.383177 37.479555,29.762958 40.187277,69.549210 47.797092,69.984505 -151.755163,30.207461 -143.951321,-9.937832 -141.235263,-49.897994 -137.601973,-86.412435 -55.382609
-64.872805 75.678629,-74.776026 -125.282902,-35.261588 -114.524820,4.825958 -111.686250,44.906744 -108.412870,83.809061 -76.757021,55.012084 62.881363,15.016985 67.049144,-25.119378 69.692298,-77.823253 114.869405,-61.736772 -88.673314,-21.931243 -83.432721,18.213444 -80.809123,58.173949 -76.202287,81.033578 74.644952,41.728075 94.811727,1.627376 97.909173,-38.438103 100.857885,-86.086838 -118.171754,-48.537254 -56.050302,-8.562489 -52.528814,31.579788 -49.784398,71.326447 -41.318545,68.203119 119.008391,28.390108 126.072840,-11.758208 128.757363,-51.698152 132.555484,-74.776026 -35.282902,-35.261588 -24.524820,4.825958 -21.686250,44.906744 -18.412870,83.809061 13.242979,55.012084 152.881363,15.016985 157.049144,-25.119378 159.692298,-64.872805 165.678629,-61.736772 1.326686,-21.931243 6.567279,18.213444 9.190877,58.173949 13.797713,81.033578 164.644952,41.728075 -175.188273,1.627376 -172.090827,-38.438103 -169.142115,-77.823253 -155.130595,-48.537254 33.949698,-8.562489 37.471186,31.579788 40.215602,71.326447 48.681455,68.203119 -150.991609,28.390108 -143.927160,-11.758208 -141.242637,-51.698152 -137.444516,-86.086838 -28.171754
-66.655066 76.222380,-73.021399 -123.941537,-33.450593 -114.483839,6.648113 -111.696553,46.716098 -108.304744,85.167895 -64.362236,53.208618 63.085688,13.195590 67.044856,-26.934515 69.707565,-79.529255 117.677654,-59.946694 -88.323498,-20.114031 -83.427646,20.033870 -80.806956,59.972682 -75.898951,79.353242 78.441957,39.915887 94.884607,-0.194701 97.897730,-40.246222 100.921869,-85.078464 -98.728029,-46.734664 -55.926677,-6.741434 -52.538277,33.395889 -49.750005,73.096816 -40.230721,66.417227 119.643682,26.572103 126.091993,-13.578128 128.751535,-53.496815 132.736254,-73.021399 -33.941537,-33.450593 -24.483839,6.648113 -21.696553,46.716098 -18.304744,85.167895 25.637764,53.208618 153.085688,13.195590 157.044856,-26.934515 159.707565,-66.655066 166.222380,-59.946694 1.676502,-20.114031 6.572354,20.033870 9.193044,59.972682 14.101049,79.353242 168.441957,39.915887 -175.115393,-0.194701 -172.102270,-40.246222 -169.078131,-79.529255 -152.322346,-46.734664 34.073323,-6.741434 37.461723,33.395889 40.249995,73.096816 49.769279,66.417227 -150.356318,26.572103 -143.908007,-13.578128 -141.248465,-53.496815 -137.263746,-85.078464 -8.728029
-68.433494 76.869764,-71.257787 -122.867995,-31.638627 -114.449605,8.470196 -111.706001,48.524315 -108.180496,86.140934 -44.162323,51.403705 63.263456,11.373936 67.038786,-28.748820 69.727383,-81.197947 121.597113,-58.154416 -88.022269,-18.296147 -83.425530,21.853852 -80.801821,61.769313 -75.546516,77.637162 81.171154,38.102767 94.947316,-2.016651 97.886303,-42.053222 100.996167,-83.707336 -86.815719,-44.930778 -55.819076,-4.920062 -52.548591,35.211218 -49.708836,74.858078 -38.869241,64.627659 120.177615,24.753488 126.106661,-15.397543 128.747528,-55.293882 132.944016,-71.257787 -32.867995,-31.638627 -24.449605,8.470196 -21.706001,48.524315 -18.180496,86.140934 45.837677,51.403705 153.263456,11.373936 157.038786,-28.748820 159.727383,-68.433494 166.869764,-58.154416 1.977731,-18.296147 6.574470,21.853852 9.198179,61.769313 14.453484,77.637162 171.171154,38.102767 -175.052684,-2.016651 -172.113697,-42.053222 -169.003833,-81.197947 -148.402887,-44.930778 34.180924,-4.920062 37.451409,35.211218 40.291164,74.858078 51.130759,64.627659 -149.822385,24.753488 -143.893339,-15.397543 -141.252472,-55.293882 -137.055984,-83.707336 3.184281
-70.207239 77.648472,-69.487358 -121.994050,-29.825728 -114.421418,10.292155 -111.714350,50.331324 -108.037848,86.400496 -16.510088,49.597450 63.418276,9.552076 67.031209,-30.562255 69.752281,-82.803561 127.344411,-56.360158 -87.761844,-16.477635 -83.426027,23.673343 -80.793342,63.563547 -75.134973,75.898260 83.210279,36.288759 95.000966,-3.838420 97.875121,-43.859059 101.082072,-82.161458 -79.402080,-43.125653 -55.725584,-3.098425 -52.559518,37.025731 -49.660099,76.606813 -37.128428,62.835024 120.630125,22.934310 126.117316,-17.216405 128.745632,-57.089229 133.183240,-69.487358 -31.994050,-29.825728 -24.421418,10.292155 -21.714350,50.331324 -18.037848,86.400496 73.489912,49.597450 153.418276,9.552076 157.031209,-30.562255 159.752281,-70.207239 167.648472,-56.360158 2.238156,-16.477635 6.573973,23.673343 9.206658,63.563547 14.865027,75.898260 173.210279,36.288759 -174.999034,-3.838420 -172.124879,-43.859059 -168.917928,-82.803561 -142.655589,-43.125653 34.274416,-3.098425 37.440482,37.025731 40.339901,76.606813 52.871572,62.835024 -149.369875,22.934310 -143.882684,-17.216405 -141.254368,-57.089229 -136.816760,-82.161458 10.597920
-71.975109 78.596834,-67.711590 -121.272612,-28.011934 -114.398650,12.113937 -111.721348,52.137045 -107.874100,85.811780 8.798731,47.789941 63.553149,7.730060 67.022383,-32.374780 69.782845,-84.292844 136.276815,-54.564096 -87.535998,-14.658543 -83.428817,25.492298 -80.781112,65.354999 -74.651443,74.143920 84.781145,34.473910 95.046526,-5.659955 97.864415,-45.663686 101.181083,-80.525869 -74.514908,-41.319339 -55.644563,-1.276576 -52.570827,38.839383 -49.602894,78.337566 -34.842383,61.039775 121.016287,21.114614 126.124389,-19.034667 128.746156,-58.882706 133.459411,-67.711590 -31.272612,-28.011934 -24.398650,12.113937 -21.721348,52.137045 -17.874100,85.811780 98.798731,47.789941 153.553149,7.730060 157.022383,-32.374780 159.782845,-71.975109 168.596834,-54.564096 2.464002,-14.658543 6.571183,25.492298 9.218888,65.354999 15.348557,74.143920 174.781145,34.473910 -174.953474,-5.659955 -172.135585,-45.663686 -168.818917,-84.292844 -133.723185,-41.319339 34.355437,-1.276576 37.429173,38.839383 40.397106,78.337566 55.157617,61.039775 -148.983713,21.114614 -143.875611,-19.034667 -141.253844,-58.882706 -136.540589,-80.525869 15.485092
-73.735384 79.769385,-65.931518 -120.670195,-26.197286 -114.380741,13.935492 -111.726727,53.941384 -107.686020,84.647705 25.475385,45.981255 63.670595,5.907942 67.012558,-34.186356 69.819731,-85.547718 150.867796,-52.766367 -87.339691,-12.838917 -83.433598,27.310670 -80.764682,67.143158 -74.079079,72.378626 86.021126,32.658262 95.084852,-7.481205 97.854418,-47.467053 101.294944,-78.839811 -71.110172,-39.511879 -55.574600,0.545432 -52.582288,40.652131 -49.536196,80.041144 -31.737613,59.242259 121.347704,19.294446 126.128275,-20.852283 128.749431,-60.674121 133.779335,-65.931518 -30.670195,-26.197286 -24.380741,13.935492 -21.726727,53.941384 -17.686020,84.647705 115.475385,45.981255 153.670595,5.907942 157.012558,-34.186356 159.819731,-73.735384 169.769385,-52.766367 2.660309,-12.838917 6.566402,27.310670 9.235318,67.143158 15.920921,72.378626 176.021126,32.658262 -174.915148,-7.481205 -172.145582,-47.467053 -168.705056,-85.547718 -119.132204,-39.511879 34.425400,0.545432 37.417712,40.652131 40.463804,80.041144 58.262387,59.242259 -148.652296,19.294446 -143.871725,-20.852283 -141.250569,-60.674121 -136.220665,-78.839811 18.889828
-75.485503 81.246213,-64.147886 -120.162368,-24.381824 -114.367184,15.756768 -111.730211,55.744228 -107.469705,83.197422 35.617296,44.171456 63.772740,4.085773 67.001976,-35.996946 69.863673,-86.320197 173.920912,-50.967086 -87.168796,-11.018806 -83.440086,29.128416 -80.743560,68.927336 -73.395421,70.605246 87.019301,30.841860 95.116700,-9.302117 97.845369,-49.269100 101.425701,-77.122954 -68.628616,-37.703317 -55.514475,2.367546 -52.593673,42.463926 -49.458832,81.700987 -27.337372,57.442741 121.633450,17.473854 126.129337,-22.669210 128.755814,-62.463229 134.151560,-64.147886 -30.162368,-24.381824 -24.367184,15.756768 -21.730211,55.744228 -17.469705,83.197422 125.617296,44.171456 153.772740,4.085773 157.001976,-35.996946 159.863673,-75.485503 171.246213,-50.967086 2.831204,-11.018806 6.559914,29.128416 9.256440,68.927336 16.604579,70.605246 177.019301,30.841860 -174.883300,-9.302117 -172.154631,-49.269100 -168.574299,-86.320197 -96.079088,-37.703317 34.485525,2.367546 37.406327,42.463926 40.541168,81.700987 62.662628,57.442741 -148.366550,17.473854 -143.870663,-22.669210 -141.244186,-62.463229 -135.848440,-77.122954 21.371384
-77.221503 83.149422,-62.361242 -119.730902,-22.565588 -114.357517,17.577715 -111.731504,57.545439 -107.220404,81.607935 42.033682,42.360604 63.861397,2.263607 66.990872,-37.806510 69.915502,-86.295223 -157.984348,-49.166344 -87.019905,-9.198259 -83.448013,30.945490 -80.717203,70.706584 -72.569879,68.825685 87.835740,29.024746 95.142743,-11.122641 97.837517,-51.069760 101.575766,-75.386007 -66.754076,-35.893693 -55.463120,4.189713 -52.604754,44.274719 -49.369450,83.284786 -20.761817,55.641432 121.880724,15.652887 126.127911,-24.485403 128.765691,-64.249713 134.586975,-62.361242 -29.730902,-22.565588 -24.357517,17.577715 -21.731504,57.545439 -17.220404,81.607935 132.033682,42.360604 153.861397,2.263607 156.990872,-37.806510 159.915502,-77.221503 173.149422,-49.166344 2.980095,-9.198259 6.551987,30.945490 9.282797,70.706584 17.430121,68.825685 177.835740,29.024746 -174.857257,-11.122641 -172.162483,-51.069760 -168.424234,-86.295223 -67.984348,-35.893693 34.536880,4.189713 37.395246,44.274719 40.630550,83.284786 69.238183,55.641432 -148.119276,15.652887 -143.872089,-24.485403 -141.234309,-64.249713 -135.413025,-75.386007 23.245924
-78.936948 85.673523,-60.571995 -119.361927,-20.748621 -114.351322,19.398284 -111.730290,59.344848 -106.932261,79.944938 46.341544,40.548753 63.938118,0.441498 66.979477,-39.615010 69.976158,-85.486011 -135.427840,-47.364220 -86.890174,-7.377326 -83.457122,32.761851 -80.685004,72.479561 -71.559740,67.041257 88.512319,27.206963 95.163583,-12.942726 97.831119,-52.868956 101.748012,-73.635218 -65.297386,-34.083046 -55.419602,6.011881 -52.615299,46.084456 -49.266483,84.723811 -10.334211,53.838500 122.095309,13.831594 126.124311,-26.300820 128.779484,-66.033158 135.099658,-60.571995 -29.361927,-20.748621 -24.351322,19.398284 -21.730290,59.344848 -16.932261,79.944938 136.341544,40.548753 153.938118,0.441498 156.979477,-39.615010 159.976158,-78.936948 175.673523,-47.364220 3.109826,-7.377326 6.542878,32.761851 9.314996,72.479561 18.440260,67.041257 178.512319,27.206963 -174.836417,-12.942726 -172.168881,-52.868956 -168.251988,-85.486011 -45.427840,-34.083046 34.580398,6.011881 37.384701,46.084456 40.733517,84.723811 79.665789,53.838500 -147.904691,13.831594 -143.875689,-26.300820 -141.220516,-66.033158 -134.900342,-73.635218 24.702614
-80.620776 89.144626,-58.780456 -119.044710,-18.930967 -114.348213,21.218426 -111.726233,61.142243 -106.597986,78.239460 49.389364,38.735953 64.004244,-1.380503 66.968018,-41.422406 70.046717,-84.212614 -121.246827,-45.560780 -86.777211,-5.556059 -83.467166,34.577454 -80.646287,74.244318 -70.303628,65.252894 89.079075,25.388556 95.179760,-14.762322 97.826444,-54.666592 101.945886,-71.874451 -64.139478,-32.271415 -55.383096,7.833995 -52.625073,47.893078 -49.148104,85.864267 6.814163,52.034080 122.281904,12.010025 126.118832,-28.115420 128.797656,-67.813007 135.708136,-58.780456 -29.044710,-18.930967 -24.348213,21.218426 -21.726233,61.142243 -16.597986,78.239460 139.389364,38.735953 154.004244,-1.380503 156.968018,-41.422406 160.046717,-80.620776 179.144626,-45.560780 3.222789,-5.556059 6.532834,34.577454 9.353713,74.244318 19.696372,65.252894 179.079075,25.388556 -174.820240,-14.762322 -172.173556,-54.666592 -168.054114,-84.212614 -31.246827,-32.271415 34.616904,7.833995 37.374927,47.893078 40.851896,85.864267 96.814163,52.034080 -147.718096,12.010025 -143.881168,-28.115420 -141.202344,-67.813007 -134.291864,-71.874451 25.860522
-82.252572 94.141488,-56.986868 -118.770815,-17.112669 -114.347836,23.038094 -111.718966,62.937353 -106.208380,76.507481 51.638286,36.922250 64.060941,-3.202341 66.956725,-43.228654 70.128410,-82.714401 -112.550163,-43.756082 -86.678992,-3.734509 -83.477906,36.392257 -80.600289,75.997919 -68.710335,63.461272 89.558089,23.569570 95.191765,-16.581383 97.823777,-56.462556 102.173559,-70.106206 -63.202072,-30.458837 -55.352872,9.656003 -52.633834,49.700517 -49.012164,86.409528 32.538189,50.228283 122.444368,10.188231 126.111751,-29.929163 128.820717,-69.588502 136.437270,-56.986868 -28.770815,-17.112669 -24.347836,23.038094 -21.718966,62.937353 -16.208380,76.507481 141.638286,36.922250 154.060941,-3.202341 156.956725,-43.228654 160.128410,-82.252572 -175.858512,-43.756082 3.321008,-3.734509 6.522094,36.392257 9.399711,75.997919 21.289665,63.461272 179.558089,23.569570 -174.808235,-16.581383 -172.176223,-56.462556 -167.826441,-82.714401 -22.550163,-30.458837 34.647128,9.656003 37.366166,49.700517 40.987836,86.409528 122.538189,50.228283 -147.555632,10.188231 -143.888249,-29.929163 -141.179283,-69.588502 -133.562730,-70.106206 26.797928
-83.791411 101.747228,-55.191418 -118.533522,-15.293774 -114.349860,24.857241 -111.708094,64.729827 -105.751668,74.757909 53.353730,35.107690 64.109223,-5.023964 66.945826,-45.033709 70.222661,-81.104130 -106.935467,-41.950178 -86.593787,-1.912728 -83.489108,38.206215 -80.546150,77.735754 -66.638867,61.666892 89.965946,21.750049 95.200043,-18.399859 97.823420,-58.256706 102.436131,-68.332166 -62.431765,-28.645352 -55.328279,11.477853 -52.641333,51.506697 -48.856121,86.101358 59.959829,48.421203 122.585897,8.366264 126.103332,-31.742010 128.849232,-71.358587 137.321176,-55.191418 -28.533522,-15.293774 -24.349860,24.857241 -21.708094,64.729827 -15.751668,74.757909 143.353730,35.107690 154.109223,-5.023964 156.945826,-45.033709 160.222661,-83.791411 -168.252772,-41.950178 3.406213,-1.912728 6.510892,38.206215 9.453850,77.735754 23.361133,61.666892 179.965946,21.750049 -174.799957,-18.399859 -172.176580,-58.256706 -167.563869,-81.104130 -16.935467,-28.645352 34.671721,11.477853 37.358667,51.506697 41.143879,86.101358 149.959829,48.421203 -147.414103,8.366264 -143.896668,-31.742010 -141.150768,-71.358587 -132.678824,-68.332166 27.568235
