-0.121097 -95.055183,32.715939 -92.743778,65.294285 -87.230123,81.103988 61.387015,49.058986 80.815655,16.311197 83.903128,-16.543254 86.017453,-49.215778 89.112159,-81.135079 108.607189,-65.392685 -102.900892,-32.918597 -97.369418,10.835021 -64.361363,43.620247 -61.628807,75.961299 -50.554392,70.657835 104.683202,38.172112 112.132634,5.357115 114.616179,-27.467385 116.816591,-60.019052 121.179640,-85.513545 -117.944052,-54.625044 -70.104081,-22.008560 -66.496991,21.784269 -33.614534,54.486535 -30.017055,85.506726 17.732615,59.900058 138.755107,27.252928 143.105233,-5.598175 145.303836,-38.361132 147.791390,-70.734699 155.266449,-76.015762 -49.601060,-43.793928 -38.487269,-11.072689 -35.749279,32.715939 -2.743778,65.294285 2.769877,81.103988 151.387015,49.058986 170.815655,16.311197 173.903128,-16.543254 176.017453,-49.215778 179.112159,-81.135079 -161.392811,-65.392685 -12.900892,-32.918597 -7.369418,-0.121097 -5.055183,43.620247 28.371193,75.961299 39.445608,70.657835 -165.316798,38.172112 -157.867366,5.357115 -155.383821,-27.467385 -153.183409,-60.019052 -148.820360,-85.513545 -27.944052,-54.625044 19.895919,-22.008560 23.503009,10.835021 25.638637,54.486535 59.982945,85.506726 107.732615,59.900058 -131.244893,27.252928 -126.894767,-5.598175 -124.696164,-38.361132 -122.208610,-70.734699 -114.733551,-76.015762 40.398940,-43.793928 51.512731,-11.072689 54.250721,21.784269 56.385466
-24.554339 -119.901848,8.281354 -117.741669,41.081410 -115.136272,73.499727 -106.067623,73.140986 49.819227,40.713106 58.649590,7.911037 61.238233,-24.923364 63.402776,-57.506510 67.375029,-86.414523 154.661421,-57.141855 -123.823441,-13.623636 -89.132544,19.233197 -87.012538,51.957752 -83.676471,83.649020 -54.053010,62.417724 84.856465,29.800557 89.682586,-3.044997 91.927188,-35.824971 94.325623,-68.249372 100.760511,-78.435392 -106.070907,-46.323038 -92.021222,-2.674737 -58.431040,30.169866 -56.178841,62.782409 -51.274989,83.342684 89.314812,51.590836 117.209553,18.863207 120.511377,-13.993456 122.630008,-46.689566 125.542667,-78.782468 140.129748,-67.888175 -67.123553,-35.457047 -60.817806,8.281354 -27.741669,41.081410 -25.136272,73.499727 -16.067623,73.140986 139.819227,40.713106 148.649590,7.911037 151.238233,-24.923364 153.402776,-57.506510 157.375029,-86.414523 -115.338579,-57.141855 -33.823441,-24.554339 -29.901848,19.233197 2.987462,51.957752 6.323529,83.649020 35.946990,62.417724 174.856465,29.800557 179.682586,-3.044997 -178.072812,-35.824971 -175.674377,-68.249372 -169.239489,-78.435392 -16.070907,-46.323038 -2.021222,-13.623636 0.867456,30.169866 33.821159,62.782409 38.725011,83.342684 179.314812,51.590836 -152.790447,18.863207 -149.488623,-13.993456 -147.369992,-46.689566 -144.457333,-78.782468 -129.870252,-67.888175 22.876447,-35.457047 29.182194,-2.674737 31.568960
-22.738174 -119.891830,10.103328 -117.750144,42.892973 -115.056191,75.258486 -104.630535,71.370813 50.912927,38.900390 58.716627,6.088927 61.228496,-26.738588 63.417581,-59.299526 67.660712,-85.907830 -179.397574,-55.346560 -123.583217,-11.803728 -89.138330,21.053380 -87.008753,53.762233 -83.490969,85.034893 -42.308180,60.621920 85.228965,27.983054 89.705578,-4.866641 91.916246,-37.634635 94.376663,-70.023651 101.524045,-76.713023 -103.755673,-44.518865 -91.916999,-0.852846 -58.442404,31.986536 -56.149215,64.575126 -50.824619,81.762787 95.999222,49.784716 117.366603,17.042522 120.511820,-15.812749 122.626457,-48.492189 125.665865,-80.469813 143.496166,-66.108493 -66.510530,-33.646159 -60.776051,10.103328 -27.750144,42.892973 -25.056191,75.258486 -14.630535,71.370813 140.912927,38.900390 148.716627,6.088927 151.228496,-26.738588 153.417581,-59.299526 157.660712,-85.907830 -89.397574,-55.346560 -33.583217,-22.738174 -29.891830,21.053380 2.991247,53.762233 6.509031,85.034893 47.691820,60.621920 175.228965,27.983054 179.705578,-4.866641 -178.083754,-37.634635 -175.623337,-70.023651 -168.475955,-76.713023 -13.755673,-44.518865 -1.916999,-11.803728 0.861670,31.986536 33.850785,64.575126 39.175381,81.762787 -174.000778,49.784716 -152.633397,17.042522 -149.488180,-15.812749 -147.373543,-48.492189 -144.334135,-80.469813 -126.503834,-66.108493 23.489470,-33.646159 29.223949,-0.852846 31.557596
-20.921275 -119.885322,11.925131 -117.757293,44.703521 -114.963742,77.003697 -102.782778,69.593728 51.801717,37.086767 58.774135,4.266760 61.217979,-28.552985 63.436884,-61.090428 67.991962,-84.793975 -161.893619,-53.549542 -123.374601,-9.983363 -89.145669,22.873093 -87.001793,55.565231 -83.277656,86.064089 -23.075050,58.823917 85.549028,26.164908 89.723683,-6.688021 91.905911,-39.443238 94.436437,-71.792198 102.452627,-74.972345 -101.993939,-42.713464 -91.826489,0.969191 -58.453868,33.802468 -56.113368,66.364792 -50.293329,80.105098 100.462469,47.977334 117.503420,15.221473 120.509852,-17.631478 122.625085,-50.293456 125.807281,-82.107583 148.320180,-64.325187 -65.994208,-31.834296 -60.741124,11.925131 -27.757293,44.703521 -24.963742,77.003697 -12.782778,69.593728 141.801717,37.086767 148.774135,4.266760 151.217979,-28.552985 153.436884,-61.090428 157.991962,-84.793975 -71.893619,-53.549542 -33.374601,-20.921275 -29.885322,22.873093 2.998207,55.565231 6.722344,86.064089 66.924950,58.823917 175.549028,26.164908 179.723683,-6.688021 -178.094089,-39.443238 -175.563563,-71.792198 -167.547373,-74.972345 -11.993939,-42.713464 -1.826489,-9.983363 0.854331,33.802468 33.886632,66.364792 39.706671,80.105098 -169.537531,47.977334 -152.496580,15.221473 -149.490148,-17.631478 -147.374915,-50.293456 -144.192719,-82.107583 -121.679820,-64.325187 24.005792,-31.834296 29.258876,0.969191 31.546132
-19.103684 -119.881936,13.746712 -117.762853,46.512999 -114.857300,78.729244 -100.339255,67.811266 52.534340,35.272283 58.823142,2.444592 61.206916,-30.366516 63.461206,-62.878957 68.377811,-83.372236 -151.226006,-51.750924 -123.193095,-8.162591 -89.154299,24.692289 -86.991265,57.366611 -83.031872,86.415108 4.110325,57.023966 85.825242,24.346164 89.737413,-8.509087 91.896419,-41.250740 94.506005,-73.553362 103.598760,-73.218906 -100.616918,-40.906885 -91.748109,2.791323 -58.465203,35.617618 -56.070577,68.150802 -49.661354,78.402813 103.605971,46.168766 117.622567,13.400110 120.505781,-19.449597 122.626207,-52.093294 125.969576,-83.657490 155.623465,-62.538822 -65.555838,-30.021495 -60.712315,13.746712 -27.762853,46.512999 -24.857300,78.729244 -10.339255,67.811266 142.534340,35.272283 148.823142,2.444592 151.206916,-30.366516 153.461206,-62.878957 158.377811,-83.372236 -61.226006,-51.750924 -33.193095,-19.103684 -29.881936,24.692289 3.008735,57.366611 6.968128,86.415108 94.110325,57.023966 175.825242,24.346164 179.737413,-8.509087 -178.103581,-41.250740 -175.493995,-73.553362 -166.401240,-73.218906 -10.616918,-40.906885 -1.748109,-8.162591 0.845701,35.617618 33.929423,68.150802 40.338646,78.402813 -166.394029,46.168766 -152.377433,13.400110 -149.494219,-19.449597 -147.373793,-52.093294 -144.030424,-83.657490 -114.376535,-62.538822 24.444162,-30.021495 29.287685,2.791323 31.534797
-17.285446 -119.881314,15.568019 -117.766547,48.321347 -114.734969,80.424680 -96.991067,66.024504 53.145349,33.456981 58.864551,0.622474 61.195540,-32.179141 63.491128,-64.664776 68.829800,-81.801141 -144.507939,-49.950808 -123.035001,-6.341461 -89.163970,26.510923 -86.976740,59.166208 -82.747887,85.909498 30.184903,55.222266 86.064442,22.526865 89.747230,-10.329786 91.888015,-43.057099 94.586583,-75.304688 105.039280,-71.456178 -99.517195,-39.099170 -91.680493,4.613495 -58.476179,37.431942 -56.020026,69.932336 -48.902030,76.672892 105.917202,44.359080 117.726208,11.578483 120.499897,-21.267060 122.630159,-53.891616 126.155934,-85.036764 167.338637,-60.749818 -65.181180,-28.207797 -60.688990,15.568019 -27.766547,48.321347 -24.734969,80.424680 -6.991067,66.024504 143.145349,33.456981 148.864551,0.622474 151.195540,-32.179141 153.491128,-64.664776 158.829800,-81.801141 -54.507939,-49.950808 -33.035001,-17.285446 -29.881314,26.510923 3.023260,59.166208 7.252113,85.909498 120.184903,55.222266 176.064442,22.526865 179.747230,-10.329786 -178.111985,-43.057099 -175.413417,-75.304688 -164.960720,-71.456178 -9.517195,-39.099170 -1.680493,-6.341461 0.836030,37.431942 33.979974,69.932336 41.097970,76.672892 -164.082798,44.359080 -152.273792,11.578483 -149.500103,-21.267060 -147.369841,-53.891616 -143.844066,-85.036764 -102.661363,-60.749818 24.818820,-28.207797 29.311010,4.613495 31.523821
-15.466606 -119.883124,17.389002 -117.768081,50.128495 -114.594513,82.070861 -92.192532,64.234217 53.659888,31.640905 58.899161,-1.199539 61.184077,-33.990822 63.527297,-66.447441 69.362914,-80.151791 -140.020824,-48.149278 -122.897243,-4.520027 -89.174438,28.328950 -86.957746,60.963815 -82.418570,84.790968 47.762005,53.418976 86.272133,20.707059 89.753556,-12.150068 91.880952,-44.862270 94.679573,-77.042395 106.890845,-69.686431 -98.623496,-37.290362 -91.622458,6.435654 -58.486566,39.245396 -55.960789,71.708242 -47.978545,74.924723 107.675192,42.548335 117.816187,9.756644 120.492476,-23.083823 122.637304,-55.688316 126.370191,-86.062050 -173.514973,-58.958496 -64.859232,-26.393239 -60.670582,17.389002 -27.768081,50.128495 -24.594513,82.070861 -2.192532,64.234217 143.659888,31.640905 148.899161,-1.199539 151.184077,-33.990822 153.527297,-66.447441 159.362914,-80.151791 -50.020824,-48.149278 -32.897243,-15.466606 -29.883124,28.328950 3.042254,60.963815 7.581430,84.790968 137.762005,53.418976 176.272133,20.707059 179.753556,-12.150068 -178.119048,-44.862270 -175.320427,-77.042395 -163.109155,-69.686431 -8.623496,-37.290362 -1.622458,-4.520027 0.825562,39.245396 34.039211,71.708242 42.021455,74.924723 -162.324808,42.548335 -152.183813,9.756644 -149.507524,-23.083823 -147.362696,-55.688316 -143.629809,-86.062050 -83.514973,-58.958496 25.140768,-26.393239 29.329418,6.435654 31.513434
-13.647211 -119.887056,19.209613 -117.767142,51.934365 -114.433284,83.629685 -84.925085,62.440973 54.096675,29.824099 58.927679,-3.021396 61.172758,-35.801520 63.570439,-68.226354 69.996952,-78.457550 -136.860167,-46.346403 -122.777245,-2.698339 -89.185469,30.146325 -86.933762,62.759165 -82.034937,83.362395 58.452752,51.614227 86.452798,18.886792 89.756779,-13.969883 91.875492,-46.666203 94.786605,-78.760380 109.338386,-67.911205 -97.886807,-35.480501 -91.572970,8.257748 -58.496127,41.057934 -55.891810,73.476871 -46.838687,73.163865 109.048858,40.736585 117.894079,7.934643 120.483777,-24.899842 122.648036,-57.483267 126.617018,-86.415635 -146.463899,-57.165102 -64.581359,-24.577863 -60.656577,19.209613 -27.767142,51.934365 -24.433284,83.629685 5.074915,62.440973 144.096675,29.824099 148.927679,-3.021396 151.172758,-35.801520 153.570439,-68.226354 159.996952,-78.457550 -46.860167,-46.346403 -32.777245,-13.647211 -29.887056,30.146325 3.066238,62.759165 7.965063,83.362395 148.452752,51.614227 176.452798,18.886792 179.756779,-13.969883 -178.124508,-46.666203 -175.213395,-78.760380 -160.661614,-67.911205 -7.886807,-35.480501 -1.572970,-2.698339 0.814531,41.057934 34.108190,73.476871 43.161313,73.163865 -160.951142,40.736585 -152.105921,7.934643 -149.516223,-24.899842 -147.351964,-57.483267 -143.382982,-86.415635 -56.463899,-57.165102 25.418641,-24.577863 29.343423,8.257748 31.503873
-11.827309 -119.892820,21.029801 -117.763396,53.738864 -114.248116,85.018659 -73.255673,60.645200 54.469920,28.006605 58.950737,-4.843042 61.161809,-37.611197 63.621374,-70.000698 70.758617,-76.735470 -134.536248,-44.542247 -122.672833,-0.876451 -89.196831,31.963005 -86.904212,64.551919 -81.585509,81.783852 65.174856,49.808123 86.610128,17.066112 89.757255,-15.789183 91.871914,-48.468844 94.909583,-80.448214 112.690210,-66.131574 -97.272382,-33.669626 -91.531121,10.079725 -58.504617,42.869510 -55.811879,75.235777 -45.406044,71.393795 110.145618,38.923880 117.961247,6.112533 120.474053,-26.715076 122.662786,-59.276309 126.902162,-85.919055 -120.437202,-55.369830 -64.340692,-22.761708 -60.646512,21.029801 -27.763396,53.738864 -24.248116,85.018659 16.744327,60.645200 144.469920,28.006605 148.950737,-4.843042 151.161809,-37.611197 153.621374,-70.000698 160.758617,-76.735470 -44.536248,-44.542247 -32.672833,-11.827309 -29.892820,31.963005 3.095788,64.551919 8.414491,81.783852 155.174856,49.808123 176.610128,17.066112 179.757255,-15.789183 -178.128086,-48.468844 -175.090417,-80.448214 -157.309790,-66.131574 -7.272382,-33.669626 -1.531121,-0.876451 0.803169,42.869510 34.188121,75.235777 44.593956,71.393795 -159.854382,38.923880 -152.038753,6.112533 -149.525947,-26.715076 -147.337214,-59.276309 -143.097838,-85.919055 -30.437202,-55.369830 25.659308,-22.761708 29.353488,10.079725 31.495383
-10.006949 -119.900140,22.849521 -117.756480,55.541882 -114.035191,86.054321 -54.137531,58.847224 54.790603,26.188467 58.968903,-6.664427 61.151465,-39.419814 63.681028,-71.769329 71.684766,-74.994987 -132.768594,-42.736862 -122.582156,0.945585 -89.208295,33.778947 -86.868450,66.341628 -81.055382,80.126908 69.659888,48.000757 86.747190,15.245068 89.755316,-17.607920 91.870513,-50.270129 95.050747,-82.086812 117.490203,-64.348312 -96.754939,-31.857775 -91.496111,11.901530 -58.511785,44.680071 -55.719600,76.981196 -43.564601,69.616788 111.036713,37.110269 118.018871,4.290368 120.463544,-28.529485 122.682028,-61.067240 127.232769,-84.810860 -102.823979,-53.572833 -64.131696,-20.944818 -60.639961,22.849521 -27.756480,55.541882 -24.035191,86.054321 35.862469,58.847224 144.790603,26.188467 148.968903,-6.664427 151.151465,-39.419814 153.681028,-71.769329 161.684766,-74.994987 -42.768594,-42.736862 -32.582156,-10.006949 -29.900140,33.778947 3.131550,66.341628 8.944618,80.126908 159.659888,48.000757 176.747190,15.245068 179.755316,-17.607920 -178.129487,-50.270129 -174.949253,-82.086812 -152.509797,-64.348312 -6.754939,-31.857775 -1.496111,0.945585 0.791705,44.680071 34.280400,76.981196 46.435399,69.616788 -158.963287,37.110269 -151.981129,4.290368 -149.536456,-28.529485 -147.317972,-61.067240 -142.767231,-84.810860 -12.823979,-53.572833 25.868304,-20.944818 29.360039,11.901530 31.488215
-8.186182 -119.908755,24.668724 -117.746001,57.343285 -113.789862,86.416153 -27.016671,57.047296 55.067339,24.369730 58.982686,-8.485496 61.141961,-41.227330 63.750461,-73.530602 72.827654,-73.241688 -131.387374,-40.930297 -122.503627,2.767716 -89.219632,35.594107 -86.825755,68.127691 -80.424864,78.425070 72.816763,46.192204 86.866551,13.423709 89.751271,-19.426047 91.871600,-52.069986 95.212752,-83.638247 124.751568,-62.561983 -96.315658,-30.044987 -91.467227,13.723114 -58.517368,46.489563 -55.613351,78.707052 -41.130417,67.834388 111.771114,35.295795 118.067982,2.468199 120.452487,-30.343027 122.706281,-62.855802 127.617842,-83.391829 -92.088579,-51.774236 -63.949865,-19.127236 -60.636536,24.668724 -27.746001,57.343285 -23.789862,86.416153 62.983329,57.047296 145.067339,24.369730 148.982686,-8.485496 151.141961,-41.227330 153.750461,-73.530602 162.827654,-73.241688 -41.387374,-40.930297 -32.503627,-8.186182 -29.908755,35.594107 3.174245,68.127691 9.575136,78.425070 162.816763,46.192204 176.866551,13.423709 179.751271,-19.426047 -178.128400,-52.069986 -174.787248,-83.638247 -145.248432,-62.561983 -6.315658,-30.044987 -1.467227,2.767716 0.780368,46.489563 34.386649,78.707052 48.869583,67.834388 -158.228886,35.295795 -151.932018,2.468199 -149.547513,-30.343027 -147.293719,-62.855802 -142.382158,-83.391829 -2.088579,-51.774236 26.050135,-19.127236 29.363464,13.723114 31.482632
-6.365057 -119.918414,26.487366 -117.731530,59.142906 -113.506414,85.920756 -0.856163,55.245618 55.306981,22.550438 58.992551,-10.306201 61.133541,-43.033704 63.830887,-75.282076 74.263723,-71.479064 -130.284575,-39.122597 -122.435880,4.589888 -89.230615,37.408442 -86.775310,69.909288 -79.667399,76.695436 75.136677,44.382532 86.970382,11.602085 89.745409,-21.243518 91.875513,-53.868328 95.398775,-85.020604 136.391807,-60.773011 -95.940251,-28.231300 -91.443835,15.544425 -58.521087,48.297926 -55.491239,80.402975 -37.796747,66.047677 112.383521,33.480504 118.109485,0.646080 120.441113,-32.155664 122.736127,-64.641659 128.068888,-81.822095 -85.332672,-49.974139 -63.791488,-17.309006 -60.635880,26.487366 -27.731530,59.142906 -23.506414,85.920756 89.143837,55.245618 145.306981,22.550438 148.992551,-10.306201 151.133541,-43.033704 153.830887,-75.282076 164.263723,-71.479064 -40.284575,-39.122597 -32.435880,-6.365057 -29.918414,37.408442 3.224690,69.909288 10.332601,76.695436 165.136677,44.382532 176.970382,11.602085 179.745409,-21.243518 -178.124487,-53.868328 -174.601225,-85.020604 -133.608193,-60.773011 -5.940251,-28.231300 -1.443835,4.589888 0.769385,48.297926 34.508761,80.402975 52.203253,66.047677 -157.616479,33.480504 -151.890515,0.646080 -149.558887,-32.155664 -147.263873,-64.641659 -141.931112,-81.822095 4.667328,-49.974139 26.208512,-17.309006 29.364120,15.544425 31.478913
-4.543626 -119.928874,28.305401 -117.712597,60.940540 -113.177737,84.807933 16.831105,53.442348 55.515049,20.730639 58.998920,-12.126488 61.126458,-44.838891 63.923707,-77.019992 76.108971,-69.709397 -129.388558,-37.313803 -122.377728,6.412048 -89.241011,39.221907 -86.716191,71.685277 -78.746334,74.947462 76.900583,42.571800 87.060526,9.780247 89.738006,-23.060290 91.882614,-55.665050 95.612643,-86.052300 155.424154,-58.981717 -95.617679,-26.416753 -91.425366,17.365413 -58.522651,50.105091 -55.351034,82.049978 -33.022120,64.257431 112.899179,31.664438 118.144178,-1.175935 120.429650,-33.967357 122.772211,-66.424368 128.600836,-80.173495 -80.823665,-48.172626 -63.653484,-15.490173 -60.637661,28.305401 -27.712597,60.940540 -23.177737,84.807933 106.831105,53.442348 145.515049,20.730639 148.998920,-12.126488 151.126458,-44.838891 153.923707,-77.019992 166.108971,-69.709397 -39.388558,-37.313803 -32.377728,-4.543626 -29.928874,39.221907 3.283809,71.685277 11.253666,74.947462 166.900583,42.571800 177.060526,9.780247 179.738006,-23.060290 -178.117386,-55.665050 -174.387357,-86.052300 -114.575846,-58.981717 -5.617679,-26.416753 -1.425366,6.412048 0.758989,50.105091 34.648966,82.049978 56.977880,64.257431 -157.100821,31.664438 -151.855822,-1.175935 -149.570350,-33.967357 -147.227789,-66.424368 -141.399164,-80.173495 9.176335,-48.172626 26.346516,-15.490173 29.362339,17.365413 31.477349
-2.721941 -119.939899,30.122785 -117.688682,62.735922 -112.794875,83.382081 27.590045,51.637617 55.696039,18.910378 59.002181,-13.946310 61.120976,-46.642841 64.030546,-78.738286 78.547172,-67.934234 -128.650081,-35.503955 -122.328136,8.234143 -89.250584,41.034458 -86.647346,73.454013 -77.609702,73.186742 78.278442,40.760063 87.138566,7.958248 89.729322,-24.876320 91.893297,-57.460025 95.859014,-86.416595 -177.589434,-57.188349 -95.339283,-24.601387 -91.411308,19.186029 -58.521747,51.910978 -55.190093,83.610322 -25.796442,62.464223 113.336874,29.847641 118.172771,-2.997794 120.418327,-35.778068 122.815258,-68.203334 129.233413,-78.479704 -77.649566,-46.369769 -63.533271,-13.670785 -60.641568,30.122785 -27.688682,62.735922 -22.794875,83.382081 117.590045,51.637617 145.696039,18.910378 149.002181,-13.946310 151.120976,-46.642841 154.030546,-78.738286 168.547172,-67.934234 -38.650081,-35.503955 -32.328136,-2.721941 -29.939899,41.034458 3.352654,73.454013 12.390298,73.186742 168.278442,40.760063 177.138566,7.958248 179.729322,-24.876320 -178.106703,-57.460025 -174.140986,-86.416595 -87.589434,-57.188349 -5.339283,-24.601387 -1.411308,8.234143 0.749416,51.910978 34.809907,83.610322 64.203558,62.464223 -156.663126,29.847641 -151.827229,-2.997794 -149.581673,-35.778068 -147.184742,-68.203334 -140.766587,-78.479704 12.350434,-46.369769 26.466729,-13.670785 29.358432,19.186029 31.478253
-0.900055 -119.951258,31.939474 -117.659208,64.528712 -112.346386,81.804904 34.350125,49.831530 55.853651,17.089703 59.002690,-15.765617 61.117372,-48.445498 64.153304,-80.426608 81.884490,-66.154655 -128.034251,-33.693093 -122.286193,10.056121 -89.259090,42.846046 -86.567565,75.213066 -76.181487,71.416775 79.378274,38.947371 87.205865,6.136140 89.719609,-26.691565 91.907993,-59.253093 96.143619,-85.930177 -151.478402,-55.393100 -95.098171,-22.785242 -91.401194,21.006223 -58.518039,53.715496 -55.005258,85.002367 -14.201903,60.668480 113.710866,28.030155 118.195896,-4.819444 120.407373,-37.587758 122.866085,-69.977744 129.993216,-76.757913 -75.316915,-44.565628 -63.428670,-11.850890 -60.647309,31.939474 -27.659208,64.528712 -22.346386,81.804904 124.350125,49.831530 145.853651,17.089703 149.002690,-15.765617 151.117372,-48.445498 154.153304,-80.426608 171.884490,-66.154655 -38.034251,-33.693093 -32.286193,-0.900055 -29.951258,42.846046 3.432435,75.213066 13.818513,71.416775 169.378274,38.947371 177.205865,6.136140 179.719609,-26.691565 -178.092007,-59.253093 -173.856381,-85.930177 -61.478402,-55.393100 -5.098171,-22.785242 -1.401194,10.056121 0.740910,53.715496 34.994742,85.002367 75.798097,60.668480 -156.289134,28.030155 -151.804104,-4.819444 -149.592627,-37.587758 -147.133915,-69.977744 -140.006784,-76.757913 14.683085,-44.565628 26.571330,-11.850890 29.352691,21.006223 31.481961
0.921979 -119.962721,33.755426 -117.623531,66.318463 -111.817418,80.148711 38.857090,48.024180 55.990958,15.268663 59.000780,-17.584361 61.115941,-50.246802 64.294216,-82.066027 86.660627,-64.371435 -127.515683,-31.881255 -122.251098,11.877929 -89.266277,44.656621 -86.475456,76.958692 -74.346326,69.639847 80.271683,37.133771 87.263606,4.313975 89.709109,-28.505984 91.927172,-61.044053 96.473584,-84.827696 -133.755493,-53.596125 -94.888796,-20.968361 -91.394600,22.825949 -58.511166,55.518533 -54.792721,86.044438 4.801522,58.870530 114.032171,26.212026 118.214121,-6.640832 120.397019,-39.396389 122.925620,-71.746459 130.916940,-75.017627 -73.543314,-42.760259 -63.337825,-10.030536 -60.654611,33.755426 -27.623531,66.318463 -21.817418,80.148711 128.857090,48.024180 145.990958,15.268663 149.000780,-17.584361 151.115941,-50.246802 154.294216,-82.066027 176.660627,-64.371435 -37.515683,-31.881255 -32.251098,0.921979 -29.962721,44.656621 3.524544,76.958692 15.653674,69.639847 170.271683,37.133771 177.263606,4.313975 179.709109,-28.505984 -178.072828,-61.044053 -173.526416,-84.827696 -43.755493,-53.596125 -4.888796,-20.968361 -1.394600,11.877929 0.733723,55.518533 35.207279,86.044438 94.801522,58.870530 -155.967829,26.212026 -151.785879,-6.640832 -149.602981,-39.396389 -147.074380,-71.746459 -139.083060,-75.017627 16.456686,-42.760259 26.662175,-10.030536 29.345389,22.825949 31.488834
